station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
RO0077A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2006-01-01		2010-12-31	100	2006-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0077A	20	C6H6	Benzene (air)	yes	100	µg/m3	2006-01-01		2007-12-31	100	2006-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0125A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0125A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0125A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0125A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0125A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		2	hour		
RO0125A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01			100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		3	hour		
RO0125A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0125A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0125A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0125A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0125A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	week	4	2	roof	0		3	hour		
RO0125A	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0125A	24	CH2=CH-CH=CH2	1.3 Butadiene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour	reference measurement meth.	
RO0125A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0125A	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0125A	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0125A	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0126A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0126A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0126A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0126A	7	O3	Ozone (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour		
RO0126A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0126A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0126A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2		0		6	day		
RO0126A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0126A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0126A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0126A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour		
RO0126A	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0126A	24	CH2=CH-CH=CH2	1.3 Butadiene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0126A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0126A	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0126A	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0126A	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0041A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-09-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0041A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0041A	35	NH3	Ammonia (air)	no	100	µg/m3	1989-01-01	2007-12-31	2007-12-31	100	1989-01-01	2007-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	year	standard solution	
RO0018A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0018A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0018A	35	NH3	Ammonia (air)	no	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0127A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0127A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0127A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0127A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0127A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0127A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0127A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0127A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0127A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0127A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0128A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0128A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0128A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0128A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0128A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0128A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01			100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0128A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0128A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0128A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0128A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0129A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0129A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0129A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0129A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0129A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0129A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0129A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0129A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0129A	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0129A	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0129A	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0130A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0130A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0130A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0130A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0130A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0130A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01			100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		3	hour		
RO0130A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0130A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day	reference measurement meth.	
RO0130A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0130A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0130A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0130A	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0130A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0130A	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0130A	464	m,p-C6H4(CH3)2	m,p-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0130A	482	o-C6H4-(CH3)2	o-Xylene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0131A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0131A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0131A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0131A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0131A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0131A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0131A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0131A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0131A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0132A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0132A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0132A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0132A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0132A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0132A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0132A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0132A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0133A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0133A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0133A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0133A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0133A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0133A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0133A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0133A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0133A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0134A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0134A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0134A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0134A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0134A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0134A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0134A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0135A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0135A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0135A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0135A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0135A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0135A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0135A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0135A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0135A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
