indic_is,unit,hhtyp,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,LU	: 	: 	: 	: 	: 	: 	: 	: 	3 	8 	6 	4 	4 	4 	2 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,LV	: 	: 	: 	: 	: 	: 	: 	: 	16 	35 	41 	46 	67 	74 	65 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	9 	: 	36 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,MT	: 	: 	: 	: 	: 	: 	: 	: 	4 	2 	2 	0 	2 	4 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	2 	1 	5 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,NO	: 	: 	: 	: 	: 	: 	: 	: 	16 	34 	31 	38 	38 	7 	8 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,PL	: 	: 	: 	: 	: 	: 	: 	: 	12 	11 	13 	: u	: u	10 	48 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,PT	: 	: 	: 	: 	: 	: 	: 	: 	11 	13 	10 	34 	30 	40 	30 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,RO	: 	: 	: 	: 	: 	: 	: 	: 	4 	7 	7 	3 	2 	9 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,SE	: 	: 	: 	: 	: 	: 	: 	: 	16 	8 	11 	9 	12 	1 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,SI	: 	: 	: 	: 	: 	: 	: 	: 	30 	32 	31 	39 	37 	44 	52 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,SK	: 	: 	: 	: 	: 	: 	: 	: 	19 	19 	28 	35 	37 	35 	43 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 	18 	14 	16 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,A_GE3_DCH,UK	: 	: 	: 	: 	: 	: 	: 	: 	1 	7 	: u	: u	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,AT	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: u	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 n	2 	2 	: u	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 	: u	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,CY	: 	: 	: 	: 	: 	: 	: 	: 	7 	2 	3 	2 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	3 	: u	1 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,DE	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	10 	12 	10 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,DK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	3 	2 	4 	16 	17 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EA	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	5 	4 	4 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EL	: 	: 	: 	: 	: 	: 	: 	: 	3 	4 	7 	0 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	2 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EU15	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	7 	6 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	8 	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	5 	5 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,EU28	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	8 	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	11 	7 	3 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	5 	0 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,HU	: 	: 	: 	: 	: 	: 	: 	: 	7 	5 	3 	9 	8 	26 	13 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,IS	: 	: 	: 	: 	: 	: 	: 	: 	35 	: u	: u	4 	1 	2 	0 n	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	: u	: u	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,LT	: 	: 	: 	: 	: 	: 	: 	: 	29 	45 	60 	58 	65 	81 	13 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,LU	: 	: 	: 	: 	: 	: 	: 	: 	2 	7 	4 	0 n	5 	3 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,LV	: 	: 	: 	: 	: 	: 	: 	: 	20 	22 	30 	41 	54 	76 	61 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: u	: 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,MT	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	1 	0 	3 	0 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,NL	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	1 	1 	2 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,NO	: 	: 	: 	: 	: 	: 	: 	: 	13 	20 	24 	25 	21 	3 	2 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,PL	: 	: 	: 	: 	: 	: 	: 	: 	15 	14 	15 	: u	: u	11 	56 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,PT	: 	: 	: 	: 	: 	: 	: 	: 	7 	: u	: u	60 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,RO	: 	: 	: 	: 	: 	: 	: 	: 	4 	7 	10 	6 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,SE	: 	: 	: 	: 	: 	: 	: 	: 	15 	7 	8 	5 	7 	1 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,SI	: 	: 	: 	: 	: 	: 	: 	: 	22 	16 	31 	39 	34 	35 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,SK	: 	: 	: 	: 	: 	: 	: 	: 	16 	15 	34 	42 	49 	30 	39 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q1,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: u	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	2 	1 	: u	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	: u	4 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,CY	: 	: 	: 	: 	: 	: 	: 	: 	9 	5 	5 	5 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	1 	5 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,DE	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	11 	11 	11 	7 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,DK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	3 	2 	2 	10 	11 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EA	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EE	: 	: 	: 	: 	: 	: 	: 	: 	7 	6 	2 	1 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EL	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	6 	5 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,ES	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	2 	2 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EU15	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	7 	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	6 	5 	8 	9 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 n	18 	8 	7 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	7 	2 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	5 	4 	6 	8 	19 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,IS	: 	: 	: 	: 	: 	: 	: 	: 	51 	: u	: u	7 	1 	0 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	: u	: u	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,LT	: 	: 	: 	: 	: 	: 	: 	: 	22 	37 	46 	44 	50 	60 	22 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,LU	: 	: 	: 	: 	: 	: 	: 	: 	3 	5 	4 	2 	3 	3 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,LV	: 	: 	: 	: 	: 	: 	: 	: 	19 	20 	26 	34 	54 	65 	63 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	: 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,MT	: 	: 	: 	: 	: 	: 	: 	: 	4 	2 	3 	0 	2 	2 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	1 	1 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,NO	: 	: 	: 	: 	: 	: 	: 	: 	15 	22 	26 	24 	29 	4 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,PL	: 	: 	: 	: 	: 	: 	: 	: 	12 	11 	12 	: u	: u	9 	44 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,PT	: 	: 	: 	: 	: 	: 	: 	: 	10 	13 	: u	33 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,RO	: 	: 	: 	: 	: 	: 	: 	: 	3 	5 	4 	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,SE	: 	: 	: 	: 	: 	: 	: 	: 	13 	8 	12 	11 	6 	1 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,SI	: 	: 	: 	: 	: 	: 	: 	: 	24 	26 	24 	41 	43 	35 	: u	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,SK	: 	: 	: 	: 	: 	: 	: 	: 	18 	16 	30 	40 	39 	27 	43 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q2,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: u	5 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,BE	: 	: 	: 	: 	: 	: 	: 	: 	3 	0 n	4 	1 	: u	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	4 	6 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,CY	: 	: 	: 	: 	: 	: 	: 	: 	11 	8 	9 	11 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	1 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,DE	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	12 	15 	12 	5 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	2 	16 	16 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EA	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	9 	9 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EE	: 	: 	: 	: 	: 	: 	: 	: 	11 	5 	3 	2 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EL	: 	: 	: 	: 	: 	: 	: 	: 	2 	4 	6 	7 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,ES	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	2 	2 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EU15	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	9 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	9 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	9 	9 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	9 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	20 	7 	9 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	2 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	5 	5 	7 	7 	18 	12 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,IS	: 	: 	: 	: 	: 	: 	: 	: 	49 	2 	: u	9 	0 n	0 n	0 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	: u	: u	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,LT	: 	: 	: 	: 	: 	: 	: 	: 	19 	31 	41 	37 	51 	57 	16 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,LU	: 	: 	: 	: 	: 	: 	: 	: 	2 	6 	7 	5 	8 	4 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,LV	: 	: 	: 	: 	: 	: 	: 	: 	14 	27 	30 	33 	56 	61 	63 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	: 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,MT	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	1 	0 	1 	5 	0 n	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	1 	1 	1 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,NO	: 	: 	: 	: 	: 	: 	: 	: 	14 	31 	30 	29 	34 	2 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,PL	: 	: 	: 	: 	: 	: 	: 	: 	11 	10 	12 	: u	: u	10 	41 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,PT	: 	: 	: 	: 	: 	: 	: 	: 	10 	12 	9 	30 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,RO	: 	: 	: 	: 	: 	: 	: 	: 	7 	6 	8 	4 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,SE	: 	: 	: 	: 	: 	: 	: 	: 	13 	10 	9 	9 	7 	2 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,SI	: 	: 	: 	: 	: 	: 	: 	: 	26 	31 	33 	46 	33 	44 	40 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,SK	: 	: 	: 	: 	: 	: 	: 	: 	22 	16 	29 	36 	38 	27 	30 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q3,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: u	4 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,BE	: 	: 	: 	: 	: 	: 	: 	: 	3 	0 n	6 	2 	: u	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	4 	11 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,CY	: 	: 	: 	: 	: 	: 	: 	: 	15 	13 	14 	15 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	0 n	2 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,DE	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	19 	17 	15 	7 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	3 	4 	20 	17 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EA	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	13 	12 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	5 	4 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EL	: 	: 	: 	: 	: 	: 	: 	: 	3 	9 	8 	8 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,ES	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	2 	3 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EU15	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	12 	10 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	10 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	12 	10 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	7 	12 	11 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,EU28	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	12 	10 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	25 	12 	9 	: u	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	6 	3 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	5 	7 	8 	14 	9 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,IS	: 	: 	: 	: 	: 	: 	: 	: 	63 	3 	: u	16 	1 	0 n	1 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,IT	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	: u	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,LT	: 	: 	: 	: 	: 	: 	: 	: 	25 	29 	34 	43 	50 	54 	12 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,LU	: 	: 	: 	: 	: 	: 	: 	: 	3 	8 	8 	4 	5 	3 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,LV	: 	: 	: 	: 	: 	: 	: 	: 	13 	28 	36 	36 	61 	68 	55 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: u	: 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,MT	: 	: 	: 	: 	: 	: 	: 	: 	4 	4 	8 	1 	0 n	0 	3 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,NL	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	1 	1 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,NO	: 	: 	: 	: 	: 	: 	: 	: 	15 	36 	36 	40 	34 	4 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,PL	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	10 	: u	19 	15 	43 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,PT	: 	: 	: 	: 	: 	: 	: 	: 	13 	11 	10 	33 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,RO	: 	: 	: 	: 	: 	: 	: 	: 	8 	8 	8 	6 	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,SE	: 	: 	: 	: 	: 	: 	: 	: 	17 	11 	13 	13 	10 	2 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,SI	: 	: 	: 	: 	: 	: 	: 	: 	33 	37 	45 	56 	52 	48 	46 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,SK	: 	: 	: 	: 	: 	: 	: 	: 	27 	19 	31 	35 	38 	33 	41 	: 	: 
H_MPHNAR,PC_HH_IACC,HHI_Q4,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	: u	: u	6 	: u	: u	: u	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 n	4 	2 	3 	1 	1 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,BG	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	4 	10 	9 	29 	: 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,CY	: 	: 	: 	: 	: 	: 	: 	: 	12 	11 	9 	11 	14 	12 	12 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0 n	1 	1 	3 	2 	2 	5 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,DE	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 	15 	14 	13 	7 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	3 	3 	15 	14 	10 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,EA	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	10 	10 	5 	7 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	4 	3 	2 	5 	: u	17 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,EL	: 	: 	: 	: 	: 	: 	: 	: 	2 	6 	8 	6 	4 	6 	6 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,ES	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	2 	2 	2 	6 	4 	: 	: 
H_MPHNAR,PC_HH_IACC,HH_DEG1,EU15	: 	: 	: 	: 	: 	: 	: 	: 	5 	9 	8 	8 	8 	6 	5 	: 	: 
